Date,Time,State,Group,Unit,Sales
18-Nov-20, Afternoon,FL, Women,25,62500
18-Nov-20, Afternoon,FL, Seniors,18,45000
18-Nov-20, Evening,FL, Kids,11,27500
18-Nov-20, Evening,FL, Men,15,37500
18-Nov-20, Evening,FL, Women,23,57500
18-Nov-20, Evening,FL, Seniors,11,27500
18-Nov-20, Morning,KY, Kids,37,92500
18-Nov-20, Morning,KY, Men,29,72500
18-Nov-20, Morning,KY, Women,29,72500
18-Nov-20, Morning,KY, Seniors,28,70000
18-Nov-20, Afternoon,KY, Kids,35,87500
18-Nov-20, Afternoon,KY, Men,21,52500
18-Nov-20, Afternoon,KY, Women,22,55000
18-Nov-20, Afternoon,KY, Seniors,39,97500
18-Nov-20, Evening,KY, Kids,44,110000
18-Nov-20, Evening,KY, Men,32,80000
18-Nov-20, Evening,KY, Women,39,97500
18-Nov-20, Evening,KY, Seniors,31,77500
18-Nov-20, Morning,CA, Kids,4,10000
18-Nov-20, Morning,CA, Men,6,15000
18-Nov-20, Morning,CA, Women,8,20000
18-Nov-20, Morning,CA, Seniors,13,32500
18-Nov-20, Afternoon,CA, Kids,8,20000
18-Nov-20, Afternoon,CA, Men,13,32500
18-Nov-20, Afternoon,CA, Women,3,7500
18-Nov-20, Afternoon,CA, Seniors,15,37500
18-Nov-20, Evening,CA, Kids,12,30000
18-Nov-20, Evening,CA, Men,9,22500
18-Nov-20, Evening,CA, Women,3,7500
18-Nov-20, Evening,CA, Seniors,7,17500
18-Nov-20, Morning,NY, Kids,33,82500
18-Nov-20, Morning,NY, Men,33,82500
18-Nov-20, Morning,NY, Women,26,65000
18-Nov-20, Morning,NY, Seniors,15,37500
18-Nov-20, Afternoon,NY, Kids,23,57500
18-Nov-20, Afternoon,NY, Men,35,87500
18-Nov-20, Afternoon,NY, Women,30,75000
18-Nov-20, Afternoon,NY, Seniors,20,50000
18-Nov-20, Evening,NY, Kids,15,37500
18-Nov-20, Evening,NY, Men,28,70000
18-Nov-20, Evening,NY, Women,21,52500
18-Nov-20, Evening,NY, Seniors,13,32500
18-Nov-20, Morning,TX, Kids,7,17500
18-Nov-20, Morning,TX, Men,4,10000
18-Nov-20, Morning,TX, Women,2,5000
18-Nov-20, Morning,TX, Seniors,6,15000
18-Nov-20, Afternoon,TX, Kids,3,7500
18-Nov-20, Afternoon,TX, Men,5,12500
18-Nov-20, Afternoon,TX, Women,5,12500
18-Nov-20, Afternoon,TX, Seniors,4,10000
18-Nov-20, Evening,TX, Kids,8,20000
18-Nov-20, Evening,TX, Men,2,5000
18-Nov-20, Evening,TX, Women,4,10000
18-Nov-20, Evening,TX, Seniors,5,12500
19-Nov-20, Morning, WA, Kids,3,7500
19-Nov-20, Morning, WA, Men,7,17500
19-Nov-20, Morning, WA, Women,2,5000
19-Nov-20, Morning, WA, Seniors,8,20000
19-Nov-20, Afternoon, WA, Kids,2,5000
19-Nov-20, Afternoon, WA, Men,3,7500
19-Nov-20, Afternoon, WA, Women,2,5000
19-Nov-20, Afternoon, WA, Seniors,6,15000
19-Nov-20, Evening, WA, Kids,5,12500
19-Nov-20, Evening, WA, Men,5,12500
19-Nov-20, Evening, WA, Women,10,25000
19-Nov-20, Evening, WA, Seniors,2,5000
19-Nov-20, Morning,AZ, Kids,2,5000
19-Nov-20, Morning,AZ, Men,8,20000
19-Nov-20, Morning,AZ, Women,10,25000
19-Nov-20, Morning,AZ, Seniors,7,17500
19-Nov-20, Afternoon,AZ, Kids,9,22500
19-Nov-20, Afternoon,AZ, Men,4,10000
19-Nov-20, Afternoon,AZ, Women,6,15000
19-Nov-20, Afternoon,AZ, Seniors,3,7500
19-Nov-20, Evening,AZ, Kids,9,22500
19-Nov-20, Evening,AZ, Men,6,15000
19-Nov-20, Evening,AZ, Women,9,22500
19-Nov-20, Evening,AZ, Seniors,6,15000
19-Nov-20, Morning,FL, Kids,21,52500
19-Nov-20, Morning,FL, Men,12,30000
19-Nov-20, Morning,FL, Women,19,47500
19-Nov-20, Morning,FL, Seniors,20,50000
19-Nov-20, Afternoon,FL, Kids,23,57500
19-Nov-20, Afternoon,FL, Men,23,57500
19-Nov-20, Afternoon,FL, Women,15,37500
19-Nov-20, Afternoon,FL, Seniors,10,25000
19-Nov-20, Evening,FL, Kids,10,25000
19-Nov-20, Evening,FL, Men,13,32500
19-Nov-20, Evening,FL, Women,17,42500
19-Nov-20, Evening,FL, Seniors,19,47500
19-Nov-20, Morning,KY, Kids,42,105000
19-Nov-20, Morning,KY, Men,22,55000
19-Nov-20, Morning,KY, Women,45,112500
19-Nov-20, Morning,KY, Seniors,41,102500
19-Nov-20, Afternoon,KY, Kids,42,105000
19-Nov-20, Afternoon,KY, Men,29,72500
19-Nov-20, Afternoon,KY, Women,20,50000
19-Nov-20, Afternoon,KY, Seniors,37,92500
19-Nov-20, Evening,KY, Kids,26,65000
19-Nov-20, Evening,KY, Men,29,72500
19-Nov-20, Evening,KY, Women,27,67500
19-Nov-20, Evening,KY, Seniors,29,72500
19-Nov-20, Morning,CA, Kids,5,12500
19-Nov-20, Morning,CA, Men,13,32500
19-Nov-20, Morning,CA, Women,5,12500
19-Nov-20, Morning,CA, Seniors,10,25000
19-Nov-20, Afternoon,CA, Kids,3,7500
19-Nov-20, Afternoon,CA, Men,6,15000
19-Nov-20, Afternoon,CA, Women,7,17500
19-Nov-20, Afternoon,CA, Seniors,14,35000
19-Nov-20, Evening,CA, Kids,4,10000
19-Nov-20, Evening,CA, Men,4,10000
19-Nov-20, Evening,CA, Women,5,12500
19-Nov-20, Evening,CA, Seniors,6,15000
19-Nov-20, Morning,NY, Kids,18,45000
19-Nov-20, Morning,NY, Men,16,40000
19-Nov-20, Morning,NY, Women,32,80000
19-Nov-20, Morning,NY, Seniors,29,72500
19-Nov-20, Afternoon,NY, Kids,18,45000
19-Nov-20, Afternoon,NY, Men,27,67500
19-Nov-20, Afternoon,NY, Women,33,82500
19-Nov-20, Afternoon,NY, Seniors,13,32500
19-Nov-20, Evening,NY, Kids,31,77500
19-Nov-20, Evening,NY, Men,31,77500
19-Nov-20, Evening,NY, Women,17,42500
19-Nov-20, Evening,NY, Seniors,12,30000
19-Nov-20, Morning,TX, Kids,9,22500
19-Nov-20, Morning,TX, Men,8,20000
19-Nov-20, Morning,TX, Women,2,5000
19-Nov-20, Morning,TX, Seniors,9,22500
19-Nov-20, Afternoon,TX, Kids,9,22500
19-Nov-20, Afternoon,TX, Men,10,25000
19-Nov-20, Afternoon,TX, Women,2,5000
19-Nov-20, Afternoon,TX, Seniors,7,17500
19-Nov-20, Evening,TX, Kids,10,25000
19-Nov-20, Evening,TX, Men,2,5000
19-Nov-20, Evening,TX, Women,8,20000
19-Nov-20, Evening,TX, Seniors,2,5000
20-Nov-20, Morning, WA, Kids,7,17500
20-Nov-20, Morning, WA, Men,4,10000
20-Nov-20, Morning, WA, Women,10,25000
20-Nov-20, Morning, WA, Seniors,5,12500
20-Nov-20, Afternoon, WA, Kids,6,15000
20-Nov-20, Afternoon, WA, Men,4,10000
20-Nov-20, Afternoon, WA, Women,6,15000
20-Nov-20, Afternoon, WA, Seniors,9,22500
20-Nov-20, Evening, WA, Kids,4,10000
20-Nov-20, Evening, WA, Men,5,12500
20-Nov-20, Evening, WA, Women,10,25000
20-Nov-20, Evening, WA, Seniors,6,15000
20-Nov-20, Morning,AZ, Kids,10,25000
20-Nov-20, Morning,AZ, Men,2,5000
20-Nov-20, Morning,AZ, Women,8,20000
20-Nov-20, Morning,AZ, Seniors,6,15000
20-Nov-20, Afternoon,AZ, Kids,4,10000
20-Nov-20, Afternoon,AZ, Men,8,20000
20-Nov-20, Afternoon,AZ, Women,10,25000
20-Nov-20, Afternoon,AZ, Seniors,6,15000
20-Nov-20, Evening,AZ, Kids,10,25000
20-Nov-20, Evening,AZ, Men,6,15000
20-Nov-20, Evening,AZ, Women,6,15000
20-Nov-20, Evening,AZ, Seniors,9,22500
20-Nov-20, Morning,FL, Kids,19,47500
20-Nov-20, Morning,FL, Men,16,40000
20-Nov-20, Morning,FL, Women,19,47500
20-Nov-20, Morning,FL, Seniors,23,57500
20-Nov-20, Afternoon,FL, Kids,25,62500
20-Nov-20, Afternoon,FL, Men,15,37500
20-Nov-20, Afternoon,FL, Women,25,62500
20-Nov-20, Afternoon,FL, Seniors,15,37500
20-Nov-20, Evening,FL, Kids,15,37500
20-Nov-20, Evening,FL, Men,13,32500
20-Nov-20, Evening,FL, Women,10,25000
20-Nov-20, Evening,FL, Seniors,18,45000
20-Nov-20, Morning,KY, Kids,33,82500
20-Nov-20, Morning,KY, Men,24,60000
20-Nov-20, Morning,KY, Women,31,77500
20-Nov-20, Morning,KY, Seniors,20,50000
20-Nov-20, Afternoon,KY, Kids,44,110000
20-Nov-20, Afternoon,KY, Men,36,90000
20-Nov-20, Afternoon,KY, Women,32,80000
20-Nov-20, Afternoon,KY, Seniors,20,50000
20-Nov-20, Evening,KY, Kids,37,92500
20-Nov-20, Evening,KY, Men,35,87500
20-Nov-20, Evening,KY, Women,41,102500
20-Nov-20, Evening,KY, Seniors,30,75000
20-Nov-20, Morning,CA, Kids,9,22500
20-Nov-20, Morning,CA, Men,7,17500
20-Nov-20, Morning,CA, Women,9,22500
20-Nov-20, Morning,CA, Seniors,11,27500
20-Nov-20, Afternoon,CA, Kids,13,32500
20-Nov-20, Afternoon,CA, Men,11,27500
20-Nov-20, Afternoon,CA, Women,11,27500
20-Nov-20, Afternoon,CA, Seniors,14,35000
20-Nov-20, Evening,CA, Kids,13,32500
20-Nov-20, Evening,CA, Men,6,15000
20-Nov-20, Evening,CA, Women,7,17500
20-Nov-20, Evening,CA, Seniors,6,15000
20-Nov-20, Morning,NY, Kids,23,57500
20-Nov-20, Morning,NY, Men,21,52500
20-Nov-20, Morning,NY, Women,14,35000
20-Nov-20, Morning,NY, Seniors,22,55000
20-Nov-20, Afternoon,NY, Kids,17,42500
20-Nov-20, Afternoon,NY, Men,14,35000
20-Nov-20, Afternoon,NY, Women,22,55000
20-Nov-20, Afternoon,NY, Seniors,35,87500
20-Nov-20, Evening,NY, Kids,22,55000
20-Nov-20, Evening,NY, Men,18,45000
20-Nov-20, Evening,NY, Women,17,42500
20-Nov-20, Evening,NY, Seniors,27,67500
20-Nov-20, Morning,TX, Kids,4,10000
20-Nov-20, Morning,TX, Men,2,5000
20-Nov-20, Morning,TX, Women,9,22500
20-Nov-20, Morning,TX, Seniors,9,22500
20-Nov-20, Afternoon,TX, Kids,2,5000
20-Nov-20, Afternoon,TX, Men,6,15000
20-Nov-20, Afternoon,TX, Women,8,20000
20-Nov-20, Afternoon,TX, Seniors,8,20000
20-Nov-20, Evening,TX, Kids,7,17500
20-Nov-20, Evening,TX, Men,3,7500
20-Nov-20, Evening,TX, Women,8,20000
20-Nov-20, Evening,TX, Seniors,5,12500
21-Nov-20, Morning, WA, Kids,5,12500
21-Nov-20, Morning, WA, Men,7,17500
21-Nov-20, Morning, WA, Women,4,10000
21-Nov-20, Morning, WA, Seniors,8,20000
21-Nov-20, Afternoon, WA, Kids,4,10000
21-Nov-20, Afternoon, WA, Men,8,20000
21-Nov-20, Afternoon, WA, Women,6,15000
21-Nov-20, Afternoon, WA, Seniors,3,7500
21-Nov-20, Evening, WA, Kids,4,10000
21-Nov-20, Evening, WA, Men,9,22500
21-Nov-20, Evening, WA, Women,9,22500
21-Nov-20, Evening, WA, Seniors,8,20000
21-Nov-20, Morning,AZ, Kids,9,22500
21-Nov-20, Morning,AZ, Men,7,17500
21-Nov-20, Morning,AZ, Women,6,15000
21-Nov-20, Morning,AZ, Seniors,4,10000
21-Nov-20, Afternoon,AZ, Kids,7,17500
21-Nov-20, Afternoon,AZ, Men,3,7500
21-Nov-20, Afternoon,AZ, Women,9,22500
21-Nov-20, Afternoon,AZ, Seniors,5,12500
21-Nov-20, Evening,AZ, Kids,7,17500
21-Nov-20, Evening,AZ, Men,6,15000
21-Nov-20, Evening,AZ, Women,5,12500
21-Nov-20, Evening,AZ, Seniors,8,20000
21-Nov-20, Morning,FL, Kids,22,55000
21-Nov-20, Morning,FL, Men,17,42500
21-Nov-20, Morning,FL, Women,14,35000
21-Nov-20, Morning,FL, Seniors,15,37500
21-Nov-20, Afternoon,FL, Kids,19,47500
21-Nov-20, Afternoon,FL, Men,24,60000
21-Nov-20, Afternoon,FL, Women,24,60000
21-Nov-20, Afternoon,FL, Seniors,13,32500
21-Nov-20, Evening,FL, Kids,11,27500
21-Nov-20, Evening,FL, Men,21,52500
21-Nov-20, Evening,FL, Women,20,50000
21-Nov-20, Evening,FL, Seniors,14,35000
21-Nov-20, Morning,KY, Kids,40,100000
21-Nov-20, Morning,KY, Men,37,92500
21-Nov-20, Morning,KY, Women,43,107500
21-Nov-20, Morning,KY, Seniors,32,80000
21-Nov-20, Afternoon,KY, Kids,25,62500
21-Nov-20, Afternoon,KY, Men,30,75000
21-Nov-20, Afternoon,KY, Women,34,85000
21-Nov-20, Afternoon,KY, Seniors,35,87500
21-Nov-20, Evening,KY, Kids,20,50000
21-Nov-20, Evening,KY, Men,30,75000
21-Nov-20, Evening,KY, Women,28,70000
21-Nov-20, Evening,KY, Seniors,39,97500
21-Nov-20, Morning,CA, Kids,15,37500
21-Nov-20, Morning,CA, Men,13,32500
21-Nov-20, Morning,CA, Women,15,37500
21-Nov-20, Morning,CA, Seniors,10,25000
21-Nov-20, Afternoon,CA, Kids,14,35000
21-Nov-20, Afternoon,CA, Men,11,27500
21-Nov-20, Afternoon,CA, Women,5,12500
21-Nov-20, Afternoon,CA, Seniors,15,37500
21-Nov-20, Evening,CA, Kids,12,30000
21-Nov-20, Evening,CA, Men,5,12500
21-Nov-20, Evening,CA, Women,15,37500
21-Nov-20, Evening,CA, Seniors,5,12500
21-Nov-20, Morning,NY, Kids,26,65000
21-Nov-20, Morning,NY, Men,31,77500
21-Nov-20, Morning,NY, Women,28,70000
21-Nov-20, Morning,NY, Seniors,18,45000
21-Nov-20, Afternoon,NY, Kids,29,72500
21-Nov-20, Afternoon,NY, Men,22,55000
21-Nov-20, Afternoon,NY, Women,30,75000
21-Nov-20, Afternoon,NY, Seniors,32,80000
21-Nov-20, Evening,NY, Kids,19,47500
21-Nov-20, Evening,NY, Men,19,47500
21-Nov-20, Evening,NY, Women,26,65000
21-Nov-20, Evening,NY, Seniors,22,55000
21-Nov-20, Morning,TX, Kids,9,22500
21-Nov-20, Morning,TX, Men,4,10000
21-Nov-20, Morning,TX, Women,3,7500
21-Nov-20, Morning,TX, Seniors,8,20000
21-Nov-20, Afternoon,TX, Kids,6,15000
21-Nov-20, Afternoon,TX, Men,3,7500
21-Nov-20, Afternoon,TX, Women,3,7500
21-Nov-20, Afternoon,TX, Seniors,10,25000
21-Nov-20, Evening,TX, Kids,7,17500
21-Nov-20, Evening,TX, Men,8,20000
21-Nov-20, Evening,TX, Women,10,25000
21-Nov-20, Evening,TX, Seniors,8,20000
22-Nov-20, Morning, WA, Kids,6,15000
22-Nov-20, Morning, WA, Men,4,10000
22-Nov-20, Morning, WA, Women,6,15000
22-Nov-20, Morning, WA, Seniors,5,12500
22-Nov-20, Afternoon, WA, Kids,3,7500
22-Nov-20, Afternoon, WA, Men,3,7500
22-Nov-20, Afternoon, WA, Women,3,7500
22-Nov-20, Afternoon, WA, Seniors,5,12500
22-Nov-20, Evening, WA, Kids,2,5000
22-Nov-20, Evening, WA, Men,6,15000
22-Nov-20, Evening, WA, Women,5,12500
22-Nov-20, Evening, WA, Seniors,8,20000
22-Nov-20, Morning,AZ, Kids,6,15000
22-Nov-20, Morning,AZ, Men,6,15000
22-Nov-20, Morning,AZ, Women,3,7500
22-Nov-20, Morning,AZ, Seniors,2,5000
22-Nov-20, Afternoon,AZ, Kids,4,10000
22-Nov-20, Afternoon,AZ, Men,3,7500
22-Nov-20, Afternoon,AZ, Women,3,7500
22-Nov-20, Afternoon,AZ, Seniors,9,22500
22-Nov-20, Evening,AZ, Kids,5,12500
22-Nov-20, Evening,AZ, Men,5,12500
22-Nov-20, Evening,AZ, Women,8,20000
22-Nov-20, Evening,AZ, Seniors,8,20000
22-Nov-20, Morning,FL, Kids,17,42500
22-Nov-20, Morning,FL, Men,17,42500
22-Nov-20, Morning,FL, Women,18,45000
22-Nov-20, Morning,FL, Seniors,12,30000
22-Nov-20, Afternoon,FL, Kids,16,40000
22-Nov-20, Afternoon,FL, Men,13,32500
22-Nov-20, Afternoon,FL, Women,18,45000
22-Nov-20, Afternoon,FL, Seniors,24,60000
22-Nov-20, Evening,FL, Kids,14,35000
22-Nov-20, Evening,FL, Men,11,27500
22-Nov-20, Evening,FL, Women,14,35000
22-Nov-20, Evening,FL, Seniors,19,47500
22-Nov-20, Morning,KY, Kids,44,110000
22-Nov-20, Morning,KY, Men,35,87500
22-Nov-20, Morning,KY, Women,30,75000
22-Nov-20, Morning,KY, Seniors,35,87500
22-Nov-20, Afternoon,KY, Kids,41,102500
22-Nov-20, Afternoon,KY, Men,25,62500
22-Nov-20, Afternoon,KY, Women,33,82500
22-Nov-20, Afternoon,KY, Seniors,43,107500
22-Nov-20, Evening,KY, Kids,25,62500
22-Nov-20, Evening,KY, Men,27,67500
22-Nov-20, Evening,KY, Women,45,112500
22-Nov-20, Evening,KY, Seniors,25,62500
22-Nov-20, Morning,CA, Kids,13,32500
22-Nov-20, Morning,CA, Men,9,22500
22-Nov-20, Morning,CA, Women,11,27500
22-Nov-20, Morning,CA, Seniors,6,15000
22-Nov-20, Afternoon,CA, Kids,5,12500
22-Nov-20, Afternoon,CA, Men,5,12500
22-Nov-20, Afternoon,CA, Women,3,7500
22-Nov-20, Afternoon,CA, Seniors,12,30000
22-Nov-20, Evening,CA, Kids,10,25000
22-Nov-20, Evening,CA, Men,7,17500
22-Nov-20, Evening,CA, Women,9,22500
22-Nov-20, Evening,CA, Seniors,9,22500
22-Nov-20, Morning,NY, Kids,25,62500
22-Nov-20, Morning,NY, Men,19,47500
22-Nov-20, Morning,NY, Women,27,67500
22-Nov-20, Morning,NY, Seniors,12,30000
22-Nov-20, Afternoon,NY, Kids,17,42500
22-Nov-20, Afternoon,NY, Men,25,62500
22-Nov-20, Afternoon,NY, Women,24,60000
22-Nov-20, Afternoon,NY, Seniors,25,62500
22-Nov-20, Evening,NY, Kids,14,35000
22-Nov-20, Evening,NY, Men,19,47500
22-Nov-20, Evening,NY, Women,15,37500
22-Nov-20, Evening,NY, Seniors,18,45000
22-Nov-20, Morning,TX, Kids,3,7500
22-Nov-20, Morning,TX, Men,9,22500
22-Nov-20, Morning,TX, Women,7,17500
22-Nov-20, Morning,TX, Seniors,5,12500
22-Nov-20, Afternoon,TX, Kids,10,25000
22-Nov-20, Afternoon,TX, Men,8,20000
22-Nov-20, Afternoon,TX, Women,7,17500
22-Nov-20, Afternoon,TX, Seniors,7,17500
22-Nov-20, Evening,TX, Kids,10,25000
22-Nov-20, Evening,TX, Men,9,22500
22-Nov-20, Evening,TX, Women,6,15000
22-Nov-20, Evening,TX, Seniors,8,20000
23-Nov-20, Morning, WA, Kids,9,22500
23-Nov-20, Morning, WA, Men,8,20000
23-Nov-20, Morning, WA, Women,2,5000
23-Nov-20, Morning, WA, Seniors,6,15000
23-Nov-20, Afternoon, WA, Kids,7,17500
23-Nov-20, Afternoon, WA, Men,3,7500
23-Nov-20, Afternoon, WA, Women,2,5000
23-Nov-20, Afternoon, WA, Seniors,3,7500
23-Nov-20, Evening, WA, Kids,8,20000
23-Nov-20, Evening, WA, Men,9,22500
23-Nov-20, Evening, WA, Women,8,20000
23-Nov-20, Evening, WA, Seniors,7,17500
23-Nov-20, Morning,AZ, Kids,8,20000
23-Nov-20, Morning,AZ, Men,9,22500
23-Nov-20, Morning,AZ, Women,3,7500
23-Nov-20, Morning,AZ, Seniors,7,17500
23-Nov-20, Afternoon,AZ, Kids,5,12500
23-Nov-20, Afternoon,AZ, Men,4,10000
23-Nov-20, Afternoon,AZ, Women,6,15000
23-Nov-20, Afternoon,AZ, Seniors,9,22500
23-Nov-20, Evening,AZ, Kids,6,15000
23-Nov-20, Evening,AZ, Men,7,17500
23-Nov-20, Evening,AZ, Women,8,20000
23-Nov-20, Evening,AZ, Seniors,3,7500
23-Nov-20, Morning,FL, Kids,24,60000
23-Nov-20, Morning,FL, Men,10,25000
23-Nov-20, Morning,FL, Women,11,27500
23-Nov-20, Morning,FL, Seniors,21,52500
23-Nov-20, Afternoon,FL, Kids,23,57500
23-Nov-20, Afternoon,FL, Men,14,35000
23-Nov-20, Afternoon,FL, Women,21,52500
23-Nov-20, Afternoon,FL, Seniors,18,45000
23-Nov-20, Evening,FL, Kids,22,55000
23-Nov-20, Evening,FL, Men,25,62500
23-Nov-20, Evening,FL, Women,23,57500
23-Nov-20, Evening,FL, Seniors,15,37500
23-Nov-20, Morning,KY, Kids,20,50000
23-Nov-20, Morning,KY, Men,24,60000
23-Nov-20, Morning,KY, Women,37,92500
23-Nov-20, Morning,KY, Seniors,30,75000
23-Nov-20, Afternoon,KY, Kids,40,100000
23-Nov-20, Afternoon,KY, Men,37,92500
23-Nov-20, Afternoon,KY, Women,36,90000
23-Nov-20, Afternoon,KY, Seniors,32,80000
23-Nov-20, Evening,KY, Kids,43,107500
23-Nov-20, Evening,KY, Men,42,105000
23-Nov-20, Evening,KY, Women,33,82500
23-Nov-20, Evening,KY, Seniors,26,65000
23-Nov-20, Morning,CA, Kids,7,17500
23-Nov-20, Morning,CA, Men,11,27500
23-Nov-20, Morning,CA, Women,11,27500
23-Nov-20, Morning,CA, Seniors,8,20000
23-Nov-20, Afternoon,CA, Kids,9,22500
23-Nov-20, Afternoon,CA, Men,3,7500
23-Nov-20, Afternoon,CA, Women,10,25000
23-Nov-20, Afternoon,CA, Seniors,7,17500
23-Nov-20, Evening,CA, Kids,14,35000
23-Nov-20, Evening,CA, Men,5,12500
23-Nov-20, Evening,CA, Women,10,25000
23-Nov-20, Evening,CA, Seniors,5,12500
23-Nov-20, Morning,NY, Kids,18,45000
23-Nov-20, Morning,NY, Men,32,80000
23-Nov-20, Morning,NY, Women,24,60000
23-Nov-20, Morning,NY, Seniors,28,70000
23-Nov-20, Afternoon,NY, Kids,32,80000
23-Nov-20, Afternoon,NY, Men,34,85000
23-Nov-20, Afternoon,NY, Women,19,47500
23-Nov-20, Afternoon,NY, Seniors,25,62500
23-Nov-20, Evening,NY, Kids,21,52500
23-Nov-20, Evening,NY, Men,15,37500
23-Nov-20, Evening,NY, Women,18,45000
23-Nov-20, Evening,NY, Seniors,18,45000
23-Nov-20, Morning,TX, Kids,3,7500
23-Nov-20, Morning,TX, Men,2,5000
23-Nov-20, Morning,TX, Women,8,20000
23-Nov-20, Morning,TX, Seniors,6,15000
23-Nov-20, Afternoon,TX, Kids,5,12500
23-Nov-20, Afternoon,TX, Men,9,22500
23-Nov-20, Afternoon,TX, Women,9,22500
23-Nov-20, Afternoon,TX, Seniors,6,15000
23-Nov-20, Evening,TX, Kids,9,22500
23-Nov-20, Evening,TX, Men,8,20000
23-Nov-20, Evening,TX, Women,3,7500
23-Nov-20, Evening,TX, Seniors,2,5000
24-Nov-20, Morning, WA, Kids,8,20000
24-Nov-20, Morning, WA, Men,7,17500
24-Nov-20, Morning, WA, Women,3,7500
24-Nov-20, Morning, WA, Seniors,2,5000
24-Nov-20, Afternoon, WA, Kids,9,22500
24-Nov-20, Afternoon, WA, Men,10,25000
24-Nov-20, Afternoon, WA, Women,4,10000
24-Nov-20, Afternoon, WA, Seniors,3,7500
24-Nov-20, Evening, WA, Kids,3,7500
24-Nov-20, Evening, WA, Men,6,15000
24-Nov-20, Evening, WA, Women,7,17500
24-Nov-20, Evening, WA, Seniors,2,5000
24-Nov-20, Morning,AZ, Kids,5,12500
24-Nov-20, Morning,AZ, Men,2,5000
24-Nov-20, Morning,AZ, Women,8,20000
24-Nov-20, Morning,AZ, Seniors,2,5000
24-Nov-20, Afternoon,AZ, Kids,6,15000
24-Nov-20, Afternoon,AZ, Men,5,12500
24-Nov-20, Afternoon,AZ, Women,6,15000
24-Nov-20, Afternoon,AZ, Seniors,9,22500
24-Nov-20, Evening,AZ, Kids,8,20000
24-Nov-20, Evening,AZ, Men,5,12500
24-Nov-20, Evening,AZ, Women,9,22500
24-Nov-20, Evening,AZ, Seniors,7,17500
24-Nov-20, Morning,FL, Kids,12,30000
24-Nov-20, Morning,FL, Men,21,52500
24-Nov-20, Morning,FL, Women,14,35000
24-Nov-20, Morning,FL, Seniors,16,40000
24-Nov-20, Afternoon,FL, Kids,20,50000
24-Nov-20, Afternoon,FL, Men,13,32500
24-Nov-20, Afternoon,FL, Women,22,55000
24-Nov-20, Afternoon,FL, Seniors,25,62500
24-Nov-20, Evening,FL, Kids,17,42500
24-Nov-20, Evening,FL, Men,14,35000
24-Nov-20, Evening,FL, Women,17,42500
24-Nov-20, Evening,FL, Seniors,13,32500
24-Nov-20, Morning,KY, Kids,30,75000
24-Nov-20, Morning,KY, Men,40,100000
24-Nov-20, Morning,KY, Women,32,80000
24-Nov-20, Morning,KY, Seniors,37,92500
24-Nov-20, Afternoon,KY, Kids,35,87500
24-Nov-20, Afternoon,KY, Men,32,80000
24-Nov-20, Afternoon,KY, Women,20,50000
24-Nov-20, Afternoon,KY, Seniors,38,95000
24-Nov-20, Evening,KY, Kids,34,85000
24-Nov-20, Evening,KY, Men,26,65000
24-Nov-20, Evening,KY, Women,41,102500
24-Nov-20, Evening,KY, Seniors,36,90000
24-Nov-20, Morning,CA, Kids,13,32500
24-Nov-20, Morning,CA, Men,12,30000
24-Nov-20, Morning,CA, Women,9,22500
24-Nov-20, Morning,CA, Seniors,7,17500
24-Nov-20, Afternoon,CA, Kids,4,10000
24-Nov-20, Afternoon,CA, Men,4,10000
24-Nov-20, Afternoon,CA, Women,15,37500
24-Nov-20, Afternoon,CA, Seniors,10,25000
24-Nov-20, Evening,CA, Kids,13,32500
24-Nov-20, Evening,CA, Men,10,25000
24-Nov-20, Evening,CA, Women,15,37500
24-Nov-20, Evening,CA, Seniors,15,37500
24-Nov-20, Morning,NY, Kids,13,32500
24-Nov-20, Morning,NY, Men,22,55000
24-Nov-20, Morning,NY, Women,24,60000
24-Nov-20, Morning,NY, Seniors,20,50000
24-Nov-20, Afternoon,NY, Kids,15,37500
24-Nov-20, Afternoon,NY, Men,30,75000
24-Nov-20, Afternoon,NY, Women,12,30000
24-Nov-20, Afternoon,NY, Seniors,25,62500
24-Nov-20, Evening,NY, Kids,27,67500
24-Nov-20, Evening,NY, Men,20,50000
24-Nov-20, Evening,NY, Women,32,80000
24-Nov-20, Evening,NY, Seniors,32,80000
24-Nov-20, Morning,TX, Kids,7,17500
24-Nov-20, Morning,TX, Men,4,10000
24-Nov-20, Morning,TX, Women,5,12500
24-Nov-20, Morning,TX, Seniors,9,22500
24-Nov-20, Afternoon,TX, Kids,10,25000
24-Nov-20, Afternoon,TX, Men,4,10000
24-Nov-20, Afternoon,TX, Women,6,15000
24-Nov-20, Afternoon,TX, Seniors,2,5000
24-Nov-20, Evening,TX, Kids,7,17500
24-Nov-20, Evening,TX, Men,4,10000
24-Nov-20, Evening,TX, Women,4,10000
24-Nov-20, Evening,TX, Seniors,7,17500
25-Nov-20, Morning, WA, Kids,2,5000
25-Nov-20, Morning, WA, Men,3,7500
25-Nov-20, Morning, WA, Women,2,5000
25-Nov-20, Morning, WA, Seniors,10,25000
25-Nov-20, Afternoon, WA, Kids,4,10000
25-Nov-20, Afternoon, WA, Men,10,25000
25-Nov-20, Afternoon, WA, Women,10,25000
25-Nov-20, Afternoon, WA, Seniors,10,25000
25-Nov-20, Evening, WA, Kids,7,17500
25-Nov-20, Evening, WA, Men,9,22500
25-Nov-20, Evening, WA, Women,3,7500
